movieId,title,genres
2733,On the Beach (1959),Drama
2734,"Taking of Pelham One Two Three, The (1974)",Action|Crime
2735,Volunteers (1985),Comedy
2736,JFK (1991),Drama|Mystery|Thriller
2737,Who's Harry Crumb? (1989),Comedy|Mystery
2738,Harry and the Hendersons (1987),Children|Comedy
2739,Let's Get Harry (1986),Action|Adventure
2740,Shanghai Surprise (1986),Adventure|Crime|Drama|Romance
2741,Who's That Girl? (1987),Comedy
2742,She-Devil (1989),Comedy
2743,Date with an Angel (1987),Comedy|Fantasy|Romance
2744,Blind Date (1987),Comedy|Romance
2745,Nadine (1987),Comedy
2746,"Muppet Movie, The (1979)",Adventure|Children|Comedy|Musical
2747,"Great Muppet Caper, The (1981)",Children|Comedy
2748,"Muppets Take Manhattan, The (1984)",Children|Comedy|Musical
2749,Sesame Street Presents Follow That Bird (1985),Children|Comedy
2750,We're Back! A Dinosaur's Story (1993),Adventure|Animation|Children|Fantasy
2751,Baby... Secret of the Lost Legend (1985),Adventure|Sci-Fi
2752,Turtle Diary (1985),Comedy|Drama|Romance
2753,Titanic (1953),Action|Drama
2754,"Night to Remember, A (1958)",Action|Drama
2755,Captain Horatio Hornblower R.N. (1951),Action|Adventure|Drama|War
2756,Erin Brockovich (2000),Drama
2757,Final Destination (2000),Drama|Thriller
2758,"Bear, The (Ours, L') (1988)",Adventure|Children|Drama
2759,Love Is a Many-Splendored Thing (1955),Drama|Romance|War
2760,"Mirror, The (Zerkalo) (1975)",Drama
2761,"Crimson Pirate, The (1952)",Adventure|Comedy
2762,Thelma & Louise (1991),Adventure|Crime|Drama
2763,...And Justice for All (1979),Drama|Thriller
2764,Animal House (1978),Comedy
2765,She's Gotta Have It (1986),Comedy|Romance
2766,School Daze (1988),Drama
2767,Do the Right Thing (1989),Drama
2768,Mo' Better Blues (1990),Drama|Musical
2769,Jungle Fever (1991),Drama|Romance
2770,Coogan's Bluff (1968),Crime
2771,"Champ, The (1979)",Drama
2772,Creature Comforts (1989),Animation|Comedy
2773,Death Wish (1974),Action|Crime|Drama
2774,Death Wish 2 (1982),Action|Drama
2775,Death Wish 3 (1985),Action|Drama
2776,Death Wish 4: The Crackdown (1987),Action|Drama
2777,Death Wish 5: The Face of Death (1994),Action|Drama
2778,Double Indemnity (1944),Crime|Drama|Film-Noir
2779,Dying Young (1991),Drama|Romance
2780,Cool as Ice (1991),Drama
2781,Teenage Mutant Ninja Turtles (1990),Action|Children|Comedy|Fantasy|Sci-Fi
2782,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children|Fantasy
2783,Teenage Mutant Ninja Turtles III (1993),Action|Adventure|Children|Comedy|Fantasy
2784,Red Dawn (1984),Action|Drama|War
2785,Band of the Hand (1986),Action|Crime|Drama
2786,Born American (1986),Action|Drama|Thriller
2787,Bloodsport (1988),Action
2788,Eyes of Laura Mars (1978),Mystery|Thriller
2789,Funny Bones (1995),Comedy|Drama
2790,"Good Earth, The (1937)",Drama
2791,"Good Morning, Vietnam (1987)",Comedy|Drama|War
2792,"Good Mother, The (1988)",Drama
2793,Grumpy Old Men (1993),Comedy
2794,Guess Who's Coming to Dinner (1967),Drama
2795,Romeo Must Die (2000),Action|Crime|Romance|Thriller
2796,Here on Earth (2000),Drama|Romance
2797,Whatever It Takes (2000),Comedy|Romance
2798,"Color of Paradise, The (Rang-e khoda) (1999)",Drama
2799,Waking the Dead (2000),Drama|Thriller
2800,Gothic (1986),Drama|Horror
2801,Lord of the Flies (1963),Adventure|Drama|Thriller
2802,Modern Times (1936),Comedy|Drama|Romance
2803,Solar Crisis (1990),Sci-Fi|Thriller
2804,That's Life! (1986),Drama
2805,Heart and Souls (1993),Comedy|Fantasy
2806,Hud (1963),Drama|Western
2807,"Hustler, The (1961)",Drama
2808,Inherit the Wind (1960),Drama
2809,Dersu Uzala (1975),Adventure|Drama
2810,Close Encounters of the Third Kind (1977),Adventure|Drama|Sci-Fi
2811,"Place in the Sun, A (1951)",Drama|Romance
2812,Jacob's Ladder (1990),Horror|Mystery
2813,Empire Records (1995),Comedy|Drama
2814,"Bamba, La (1987)",Drama
2815,Ladyhawke (1985),Adventure|Fantasy|Romance
2816,Lucas (1986),Drama|Romance
2817,High Fidelity (2000),Comedy|Drama|Romance
2818,"Road to El Dorado, The (2000)",Animation|Children
2819,"Skulls, The (2000)",Thriller
2820,Autopsy (Macchie Solari) (1975),Horror
2821,El Dorado (1966),Western
2822,Hook (1991),Adventure|Comedy|Fantasy
2823,Horror Express (1972),Horror
2824,My Chauffeur (1986),Comedy
2825,True Grit (1969),Adventure|Drama|Western
2826,Madame Sousatzka (1988),Drama
2827,Max Dugan Returns (1983),Comedy
2828,Midnight Express (1978),Drama
2829,Misery (1990),Drama|Horror|Thriller
2830,Mr. Saturday Night (1992),Comedy|Drama
2831,Murphy's Romance (1985),Comedy|Romance
2832,My Life (1993),Drama
2833,Solaris (Solyaris) (1972),Drama|Mystery|Sci-Fi
2834,Network (1976),Comedy|Drama
2835,No Way Out (1987),Drama|Mystery|Thriller
2836,North Dallas Forty (1979),Comedy|Drama
2837,"Odd Couple, The (1968)",Comedy
2838,"Outlaw Josey Wales, The (1976)",Action|Adventure|Drama|Thriller|Western
2839,Black and White (1999),Drama
2840,Frequency (2000),Drama|Thriller
2841,Ready to Rumble (2000),Comedy
2842,Return to Me (2000),Drama|Romance
2843,Rules of Engagement (2000),Drama|Thriller
2844,Me Myself I (2000),Comedy|Romance
2845,"Bell, Book and Candle (1958)",Comedy|Fantasy|Romance
2846,Force 10 from Navarone (1978),Action|Drama|War
2847,How to Stuff a Wild Bikini (1965),Comedy
2848,Mystery Train (1989),Comedy|Drama
2849,Sacco and Vanzetti (Sacco e Vanzetti) (1971),Drama
2850,Arthur (1981),Comedy|Romance
2851,Bachelor Party (1984),Comedy
2852,Parenthood (1989),Comedy|Drama
2853,Predator (1987),Action|Sci-Fi|Thriller
2854,"Prince of Tides, The (1991)",Drama|Romance
2855,"Postman Always Rings Twice, The (1981)",Crime|Thriller
2856,28 Days (2000),Drama
2857,American Psycho (2000),Crime|Horror|Mystery|Thriller
2858,Keeping the Faith (2000),Comedy|Drama|Romance
2859,Where the Money Is (2000),Comedy|Drama
2860,East is East (1999),Comedy
2861,"Filth and the Fury, The (2000)",Documentary
2862,Diner (1982),Comedy|Drama
2863,Shakes the Clown (1992),Comedy
2864,Cabaret (1972),Drama|Musical
2865,What Ever Happened to Baby Jane? (1962),Drama|Horror|Thriller
2866,Prick Up Your Ears (1987),Comedy|Drama
2867,Auntie Mame (1958),Comedy|Drama
2868,Guys and Dolls (1955),Comedy|Musical|Romance
2869,"Hunger, The (1983)",Horror
2870,Marathon Man (1976),Crime|Drama|Thriller
2871,Caddyshack (1980),Comedy
2872,Gossip (2000),Drama|Thriller
2873,Love and Basketball (2000),Drama|Romance
2874,U-571 (2000),Action|Thriller|War
2875,"Virgin Suicides, The (1999)",Drama|Romance
2876,Jennifer 8 (1992),Mystery|Thriller
2877,Limelight (1952),Comedy|Drama|Romance
2878,"Crow: Salvation, The (2000)",Action|Horror
2879,"Flintstones in Viva Rock Vegas, The (2000)",Children|Comedy
2880,Where the Heart Is (2000),Comedy|Drama
2881,"Big Kahuna, The (2000)",Comedy|Drama
2882,Bossa Nova (2000),Comedy|Drama|Romance
2883,"Idiots, The (Idioterne) (1998)",Comedy|Drama
2884,Time Code (2000),Comedy|Drama
2885,Carnosaur (1993),Horror|Sci-Fi
2886,Carnosaur 2 (1995),Horror|Sci-Fi
2887,Carnosaur 3: Primal Species (1996),Horror|Sci-Fi
2888,"Hidden, The (1987)",Action|Horror|Sci-Fi
2889,Two Moon Junction (1988),Drama|Romance
2890,Gladiator (2000),Action|Adventure|Drama
2891,I Dreamed of Africa (2000),Drama
2892,Up at the Villa (2000),Drama
2893,Human Traffic (1999),Comedy
2894,Breathless (1983),Action|Drama|Romance|Thriller
2895,Inferno (1980),Horror
2896,"King of Marvin Gardens, The (1972)",Crime|Drama
2897,"Lords of Flatbush, The (1974)",Comedy|Drama
2898,Mr. Mom (1983),Comedy|Drama
2899,Battlefield Earth (2000),Action|Sci-Fi
2900,Center Stage (2000),Drama|Musical
2901,Screwed (2000),Comedy
2902,Whipped (2000),Comedy
2903,Hamlet (2000),Crime|Drama|Romance|Thriller
2904,Anchors Aweigh (1945),Comedy|Musical
2905,Blue Hawaii (1961),Comedy|Musical
2906,G. I. Blues (1960),Comedy|Musical|Romance
2907,Gypsy (1962),Musical
2908,King Creole (1958),Crime|Drama|Musical
2909,On the Town (1949),Comedy|Musical|Romance
2910,Pee-wee's Big Adventure (1985),Adventure|Comedy
2911,Regret to Inform (1998),Documentary
2912,Roustabout (1964),Drama|Musical|Romance
2913,"Slipper and the Rose, The (1976)",Adventure|Musical|Romance
2914,Things Change (1988),Comedy
2915,Honeymoon in Vegas (1992),Comedy|Romance
2916,Dinosaur (2000),Adventure|Animation|Children
2917,Loser (2000),Comedy|Romance
2918,Road Trip (2000),Comedy
2919,Small Time Crooks (2000),Comedy|Crime
2920,"Hollywood Knights, The (1980)",Comedy
2921,"Myth of Fingerprints, The (1997)",Comedy|Drama
2922,"Twelve Chairs, The (1970)",Comedy
2923,Mission: Impossible II (2000),Action|Adventure|Thriller
2924,Shanghai Noon (2000),Action|Adventure|Comedy|Western
2925,Better Living Through Circuitry (1999),Documentary
2926,8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women) (1999),Comedy
2927,Carnival of Souls (1962),Horror|Thriller
2928,Flying Tigers (1942),Action|Drama|Romance|War
2929,"Gold Rush, The (1925)",Adventure|Comedy|Romance
2930,Monsieur Verdoux (1947),Comedy|Crime
2931,On Her Majesty's Secret Service (1969),Action|Adventure|Romance|Thriller
2932,Seven Days in May (1964),Thriller
2933,"Spy Who Loved Me, The (1977)",Action|Adventure|Thriller
2934,Moonraker (1979),Action|Adventure|Sci-Fi|Thriller
2935,"Man with the Golden Gun, The (1974)",Action|Adventure|Thriller
2936,"Woman of Paris, A (1923)",Drama
2937,"Fighting Seabees, The (1944)",Action|Drama|War
2938,Big Momma's House (2000),Comedy
2939,American Gigolo (1980),Drama
2940,Anguish (Angustia) (1987),Horror
2941,"Blood Spattered Bride, The (La novia ensangrentada) (1972)",Horror
2942,"Endless Summer, The (1966)",Documentary
2943,"Guns of Navarone, The (1961)",Action|Adventure|Drama|War
2944,Blow-Out (La grande bouffe) (1973),Drama
2945,Quatermass and the Pit (1967),Horror|Sci-Fi
2946,Puppet Master (1989),Horror|Sci-Fi|Thriller
2947,Puppet Master II (1991),Horror|Sci-Fi|Thriller
2948,Puppet Master III: Toulon's Revenge (1991),Horror|Sci-Fi|Thriller
2949,Rent-A-Cop (1988),Action|Comedy|Crime
2950,Romeo and Juliet (1968),Drama|Romance
2951,Stay Tuned (1992),Comedy
2952,Story of G.I. Joe (1945),War
2953,Blazing Saddles (1974),Comedy|Western
2954,Benji (1974),Adventure|Children
2955,Benji the Hunted (1987),Adventure|Children
2956,For the Love of Benji (1977),Adventure|Children|Comedy|Drama
2957,White Christmas (1954),Comedy|Musical|Romance
2958,Eraserhead (1977),Drama|Horror
2959,Baraka (1992),Documentary
2960,"Man with the Golden Arm, The (1955)",Drama
2961,"Decline of Western Civilization, The (1981)",Documentary|Musical
2962,"Decline of Western Civilization Part II: The Metal Years, The (1988)",Documentary
2963,For a Few Dollars More (Per qualche dollaro in più) (1965),Action|Drama|Thriller|Western
2964,Magnum Force (1973),Action|Crime|Drama|Thriller
2965,Blood Simple (1984),Crime|Drama|Film-Noir
2966,"Fabulous Baker Boys, The (1989)",Drama|Romance
2967,Prizzi's Honor (1985),Comedy|Drama|Romance
2968,Flatliners (1990),Horror|Sci-Fi|Thriller
2969,Porky's (1982),Comedy
2970,Porky's II: The Next Day (1983),Comedy
2971,Porky's Revenge (1985),Comedy
2972,Private School (1983),Comedy
2973,Class of Nuke 'Em High (1986),Comedy|Horror
2974,"Toxic Avenger, The (1985)",Comedy|Horror
2975,"Toxic Avenger, Part II, The (1989)",Comedy|Horror
2976,"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)",Comedy|Horror
2977,Night of the Creeps (1986),Comedy|Horror|Sci-Fi|Thriller
2978,Predator 2 (1990),Action|Sci-Fi|Thriller
2979,"Running Man, The (1987)",Action|Sci-Fi
2980,Starman (1984),Adventure|Drama|Romance|Sci-Fi
2981,"Brother from Another Planet, The (1984)",Drama|Sci-Fi
2982,Alien Nation (1988),Crime|Drama|Sci-Fi|Thriller
2983,Mad Max (1979),Action|Adventure|Sci-Fi
2984,"Road Warrior, The (Mad Max 2) (1981)",Action|Adventure|Sci-Fi
2985,Mad Max Beyond Thunderdome (1985),Action|Adventure|Sci-Fi
2986,Bird on a Wire (1990),Action|Comedy|Romance
2987,Angel Heart (1987),Film-Noir|Horror|Mystery|Thriller
2988,9 1/2 Weeks (Nine 1/2 Weeks) (1986),Drama|Romance
2989,Firestarter (1984),Horror|Thriller
2990,Sleepwalkers (1992),Horror
2991,Action Jackson (1988),Action|Comedy|Crime|Thriller
2992,Sarafina! (1992),Drama
2993,Soapdish (1991),Comedy
2994,"Long Walk Home, The (1990)",Drama
2995,Clara's Heart (1988),Drama
2996,Burglar (1987),Comedy|Crime
2997,Gone in 60 Seconds (2000),Action|Crime
2998,American Pimp (1999),Documentary
2999,Love's Labour's Lost (2000),Comedy|Romance
3000,Sunshine (1999),Drama
3001,Trixie (2000),Comedy|Crime|Mystery
3002,Hamlet (1990),Drama
3003,Coming Home (1978),Drama|War
3004,American Pop (1981),Animation|Musical
3005,Assault on Precinct 13 (1976),Action|Thriller
3006,Near Dark (1987),Horror|Western
3007,One False Move (1992),Crime|Drama|Film-Noir|Thriller
3008,Shaft (1971),Action|Crime|Drama|Thriller
3009,"Conversation, The (1974)",Drama|Mystery
3010,"Fury, The (1978)",Horror
3011,"Paper Chase, The (1973)",Drama
3012,Prince of the City (1981),Drama
3013,Serpico (1973),Crime|Drama
3014,"Ace in the Hole (Big Carnival, The) (1951)",Drama
3015,Lonely Are the Brave (1962),Drama|Western
3016,"Sugarland Express, The (1974)",Drama
3017,Trouble in Paradise (1932),Comedy|Romance
3018,Big Trouble in Little China (1986),Action|Adventure|Comedy|Fantasy
3019,Badlands (1973),Crime|Drama|Thriller
3020,Battleship Potemkin (1925),Drama|War
3021,Boys and Girls (2000),Comedy|Romance
3022,Shaft (2000),Action|Crime|Thriller
3023,Titan A.E. (2000),Action|Adventure|Animation|Children|Sci-Fi
3024,Jesus' Son (1999),Drama
3025,Boricua's Bond (2000),Drama
3026,Chicken Run (2000),Animation|Children|Comedy
3027,"Me, Myself & Irene (2000)",Adventure|Comedy
3028,"Patriot, The (2000)",Action|Drama|War
3029,"Adventures of Rocky and Bullwinkle, The (2000)",Adventure|Animation|Children|Comedy|Fantasy
3030,"Perfect Storm, The (2000)",Drama|Thriller
3031,"Golden Bowl, The (2000)",Drama
3032,Asylum (1972),Horror
3033,Communion (1989),Drama|Sci-Fi|Thriller
3034,"Kentucky Fried Movie, The (1977)",Comedy
3035,"Bound by Honor (a.k.a. Blood In, Blood Out) (1993)",Action|Crime|Drama|Thriller
3036,F/X (1986),Action|Crime|Thriller
3037,F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion) (1991),Action|Crime|Thriller
3038,Missing in Action (1984),Action|War
3039,Missing in Action 2: The Beginning (1985),Action|War
3040,Braddock: Missing in Action III (1988),Action|War
3041,Thunderbolt and Lightfoot (1974),Action
3042,Dreamscape (1984),Horror|Sci-Fi|Thriller
3043,The Golden Voyage of Sinbad (1973),Action|Adventure|Fantasy
3044,"Hatchet for the Honeymoon (Rosso segno della follia, Il) (1970)",Fantasy|Horror|Thriller
3045,House Party (1990),Comedy
3046,House Party 2 (1991),Comedy|Drama|Romance
3047,Nekromantik (1987),Comedy|Horror
3048,On Our Merry Way (1948),Comedy|Drama
3049,Rocketship X-M (1950),Sci-Fi
3050,Shaft's Big Score! (1972),Action|Crime
3051,Croupier (1998),Crime|Drama
3052,"Kid, The (2000)",Comedy|Fantasy
3053,Scary Movie (2000),Comedy|Horror
3054,But I'm a Cheerleader (1999),Comedy
3055,Shower (Xizao) (1999),Comedy
3056,Blow-Up (Blowup) (1966),Drama|Mystery
3057,"Pawnbroker, The (1964)",Drama
3058,Footloose (1984),Drama
3059,Duel in the Sun (1946),Western
3060,X-Men (2000),Action|Adventure|Sci-Fi
3061,Chuck & Buck (2000),Comedy|Drama
3062,"Five Senses, The (1999)",Drama
3063,"In Crowd, The (2000)",Thriller
3064,What Lies Beneath (2000),Drama|Horror|Mystery
3065,Pokémon the Movie 2000 (2000),Animation|Children
3066,Anatomy of a Murder (1959),Drama|Mystery
3067,Freejack (1992),Action|Sci-Fi
3068,H.O.T.S. (1979),Comedy
3069,Knightriders (1981),Action|Adventure|Drama
3070,Mackenna's Gold (1969),Western
3071,Sinbad and the Eye of the Tiger (1977),Adventure|Fantasy
3072,"Two Women (Ciociara, La) (1960)",Drama|War
3073,What About Bob? (1991),Comedy
3074,White Sands (1992),Drama|Thriller
3075,Breaker Morant (1980),Drama|War
3076,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972),Comedy
3077,Interiors (1978),Drama
3078,Love and Death (1975),Comedy
3079,"Official Story, The (La historia oficial) (1985)",Drama
3080,Pot O' Gold (1941),Comedy|Musical
3081,Tampopo (1985),Comedy
3082,Thomas and the Magic Railroad (2000),Children
3083,Nutty Professor II: The Klumps (2000),Comedy
3084,"Girl on the Bridge, The (Fille sur le pont, La) (1999)",Drama|Romance
3085,Wonderland (1999),Drama
3086,Autumn in New York (2000),Drama|Romance
3087,Coyote Ugly (2000),Comedy|Drama|Romance
3088,Hollow Man (2000),Horror|Sci-Fi|Thriller
3089,Space Cowboys (2000),Action|Adventure|Comedy|Sci-Fi
3090,Psycho Beach Party (2000),Comedy|Horror|Thriller
3091,Saving Grace (2000),Comedy
3092,"Black Sabbath (Tre volti della paura, I) (1963)",Horror
3093,"Brain That Wouldn't Die, The (1962)",Horror|Sci-Fi
3094,Bronco Billy (1980),Adventure|Drama|Romance
3095,"Crush, The (1993)",Thriller
3096,Kelly's Heroes (1970),Action|Comedy|War
3097,Phantasm II (1988),Action|Fantasy|Horror|Sci-Fi|Thriller
3098,Pumpkinhead (1988),Horror
3099,Air America (1990),Action|Comedy
3100,Sleepaway Camp (1983),Horror
3101,Steel Magnolias (1989),Drama
3102,And God Created Woman (Et Dieu... créa la femme) (1956),Drama
3103,Easy Money (1983),Comedy
3104,"Spiral Staircase, The (1946)",Thriller
3105,Whatever Happened to Aunt Alice? (1969),Crime|Thriller
3106,I'm the One That I Want (2000),Comedy
3107,"Tao of Steve, The (2000)",Comedy
3108,Aimée & Jaguar (1999),Drama|Romance|War
3109,"Affair of Love, An (Liaison pornographique, Une) (1999)",Drama|Romance
3110,Bless the Child (2000),Thriller
3111,Cecil B. DeMented (2000),Comedy
3112,"Eyes of Tammy Faye, The (2000)",Documentary
3113,"Opportunists, The (2000)",Comedy|Crime|Drama
3114,"Replacements, The (2000)",Comedy
3115,"Cell, The (2000)",Drama|Horror|Thriller
3116,Godzilla 2000 (Gojira ni-sen mireniamu) (1999),Action|Adventure|Sci-Fi
3117,"Original Kings of Comedy, The (2000)",Comedy|Documentary
3118,Sunset Strip (2000),Comedy
3119,"Naked Gun: From the Files of Police Squad!, The (1988)",Action|Comedy|Crime|Romance
3120,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",Comedy
3121,Our Town (1940),Drama
3122,Shane (1953),Drama|Western
3123,"Suddenly, Last Summer (1959)",Drama
3124,Cat Ballou (1965),Comedy|Western
3125,Supergirl (1984),Action|Adventure|Fantasy
3126,"Art of War, The (2000)",Action|Thriller
3127,"Ballad of Ramblin' Jack, The (2000)",Documentary
3128,Phish: Bittersweet Motel (2000),Documentary
3129,Bring It On (2000),Comedy
3130,Steal This Movie! (2000),Drama
3131,Skipped Parts (2000),Drama|Romance
3132,Highlander: Endgame (Highlander IV) (2000),Action|Adventure|Fantasy
3133,Nurse Betty (2000),Comedy|Crime|Drama|Romance|Thriller
3134,"Watcher, The (2000)",Crime|Thriller
3135,"Way of the Gun, The (2000)",Crime|Thriller
3136,Almost Famous (2000),Drama
3137,Bait (2000),Action|Comedy
3138,Crime and Punishment in Suburbia (2000),Comedy|Drama
3139,Duets (2000),Comedy|Drama
3140,Goya in Bordeaux (Goya en Burdeos) (1999),Drama
3141,Urbania (2000),Drama
3142,"Specials, The (2000)",Comedy
3143,Under Suspicion (2000),Crime|Thriller
3144,Urban Legends: Final Cut (2000),Horror
3145,Woman on Top (2000),Comedy|Romance
3146,Dancer in the Dark (2000),Drama|Musical
3147,Best in Show (2000),Comedy
3148,Beautiful (2000),Comedy|Drama
3149,Barenaked in America (1999),Documentary
3150,Girlfight (2000),Drama
3151,Remember the Titans (2000),Drama
3152,Hellraiser (1987),Horror
3153,Hellbound: Hellraiser II (1988),Horror
3154,Hellraiser III: Hell on Earth (1992),Horror
3155,"Faraway, So Close (In weiter Ferne, so nah!) (1993)",Drama|Fantasy|Mystery|Romance
3156,Beach Party (1963),Comedy
3157,Bikini Beach (1964),Comedy
3158,Return of the Fly (1959),Horror|Sci-Fi
3159,Pajama Party (1964),Comedy
3160,Stranger Than Paradise (1984),Comedy|Drama
3161,Voyage to the Bottom of the Sea (1961),Adventure|Sci-Fi
3162,Fantastic Voyage (1966),Adventure|Sci-Fi
3163,Abbott and Costello Meet Frankenstein (1948),Comedy|Horror
3164,"Bank Dick, The (1940)",Comedy
3165,"Creature from the Black Lagoon, The (1954)",Adventure|Horror|Sci-Fi
3166,"Giant Gila Monster, The (1959)",Horror|Sci-Fi
3167,"Invisible Man, The (1933)",Horror|Sci-Fi
3168,Phantom of the Opera (1943),Horror|Musical|Thriller
3169,Runaway (1984),Sci-Fi|Thriller
3170,Bamboozled (2000),Comedy
3171,Bootmen (2000),Comedy|Drama
3172,Digimon: The Movie (2000),Adventure|Animation|Children
3173,Get Carter (2000),Action|Drama|Thriller
3174,Get Carter (1971),Action|Crime|Drama|Thriller
3175,Meet the Parents (2000),Comedy
3176,Requiem for a Dream (2000),Drama
3177,Tigerland (2000),Drama
3178,Two Family House (2000),Drama
3179,"Contender, The (2000)",Drama|Thriller
3180,Dr. T and the Women (2000),Comedy|Romance
3181,Just Looking (1999),Comedy
3182,"Ladies Man, The (2000)",Comedy
3183,Lost Souls (2000),Drama|Horror|Thriller
3184,Billy Jack (1971),Action|Drama
3185,Billy Jack Goes to Washington (1977),Drama
3186,"Time Machine, The (1960)",Action|Adventure|Sci-Fi
3187,Haunted (1995),Drama|Thriller
3188,Ghoulies (1985),Horror
3189,Ghoulies II (1987),Comedy|Horror
3190,"Unsinkable Molly Brown, The (1964)",Musical
3191,"Adventures of Ichabod and Mr. Toad, The (1949)",Animation|Children
3192,"Strange Love of Martha Ivers, The (1946)",Drama|Film-Noir
3193,Detour (1945),Crime|Film-Noir
3194,Billy Elliot (2000),Drama
3195,Bedazzled (2000),Comedy
3196,Pay It Forward (2000),Drama
3197,"Beyond, The (E tu vivrai nel terrore - L'aldilà) (1981)",Horror
3198,"Private Eyes, The (1981)",Comedy|Mystery
3199,"Legend of Drunken Master, The (Jui kuen II) (1994)",Action|Comedy
3200,Book of Shadows: Blair Witch 2 (2000),Crime|Horror|Mystery|Thriller
3201,"Little Vampire, The (2000)",Adventure|Children
3202,Lucky Numbers (2000),Comedy|Drama
3203,Stardom (2000),Comedy|Drama
3204,Charlie's Angels (2000),Action|Comedy
3205,"Legend of Bagger Vance, The (2000)",Drama|Romance
3206,Little Nicky (2000),Comedy
3207,Men of Honor (2000),Drama
3208,Red Planet (2000),Action|Sci-Fi|Thriller
3209,What's Cooking? (2000),Drama
3210,You Can Count on Me (2000),Drama|Romance
3211,Diamonds Are Forever (1971),Action|Adventure|Thriller
3212,"Eagle Has Landed, The (1976)",Drama|War
3213,"6th Day, The (2000)",Action|Sci-Fi|Thriller
3214,Bounce (2000),Drama|Romance
3215,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),Children|Comedy|Fantasy
3216,One Day in September (1999),Documentary
3217,Rugrats in Paris: The Movie (2000),Animation|Children|Comedy
3218,102 Dalmatians (2000),Children|Comedy
3219,Malèna (2000),Drama|Romance|War
3220,Quills (2000),Drama|Romance
3221,Unbreakable (2000),Drama|Sci-Fi
3222,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Action|Drama|Romance
3223,Dungeons & Dragons (2000),Adventure|Fantasy
3224,Proof of Life (2000),Drama
3225,Vertical Limit (2000),Action|Adventure
3226,"Bounty, The (1984)",Adventure|Drama
3227,"Planes, Trains & Automobiles (1987)",Comedy
3228,She's Having a Baby (1988),Comedy
3229,"Living Daylights, The (1987)",Action|Adventure|Thriller
3230,Transformers: The Movie (1986),Adventure|Animation|Children|Sci-Fi
3231,Wall Street (1987),Drama
3232,Born on the Fourth of July (1989),Drama|War
3233,Talk Radio (1988),Drama
3234,Brewster's Millions (1985),Comedy
3235,Snatch (2000),Comedy|Crime|Thriller
3236,Punchline (1988),Comedy|Drama
3237,Mr. Accident (2000),Comedy
3238,Chocolat (2000),Drama|Romance
3239,"Dude, Where's My Car? (2000)",Comedy|Sci-Fi
3240,"Emperor's New Groove, The (2000)",Adventure|Animation|Children|Comedy|Fantasy
3241,Pollock (2000),Drama
3242,What Women Want (2000),Comedy|Romance
3243,Finding Forrester (2000),Drama
3244,"Gift, The (2000)",Thriller
3245,Before Night Falls (2000),Drama
3246,Cast Away (2000),Drama
3247,"Family Man, The (2000)",Comedy|Drama|Romance
3248,"House of Mirth, The (2000)",Romance
3249,Miss Congeniality (2000),Comedy|Crime
3250,"O Brother, Where Art Thou? (2000)",Adventure|Comedy|Crime
3251,Songcatcher (2000),Drama
3252,State and Main (2000),Comedy|Drama
3253,Dracula 2000 (2000),Horror
3254,All the Pretty Horses (2000),Drama|Romance|Western
3255,Thirteen Days (2000),Drama|Thriller|War
3256,Traffic (2000),Crime|Drama|Thriller
3257,"Claim, The (2000)",Romance|Western
3258,Shadow of the Vampire (2000),Drama|Horror
3259,House of Games (1987),Crime|Film-Noir|Mystery|Thriller
3260,Annie (1982),Children|Musical
3261,Don't Tell Mom the Babysitter's Dead (1991),Comedy
3262,"Officer and a Gentleman, An (1982)",Drama|Romance
3263,"Alamo, The (1960)",Action|Drama|War|Western
3264,At Close Range (1986),Crime|Drama
3265,Breaker! Breaker! (1977),Action|Adventure|Crime
3266,Breakheart Pass (1975),Western
3267,Friendly Persuasion (1956),Drama
3268,Gettysburg (1993),Drama|War
3269,Antitrust (2001),Crime|Drama|Thriller
3270,Save the Last Dance (2001),Drama|Romance
3271,Panic (2000),Drama
3272,"Pledge, The (2001)",Crime|Drama|Mystery|Thriller
3273,The Man in the Moon (1991),Drama|Romance
3274,Mystic Pizza (1988),Comedy|Drama|Romance
3275,Prelude to a Kiss (1992),Comedy|Drama|Romance
3276,Foxy Brown (1974),Action|Crime|Drama
3277,I'm Gonna Git You Sucka (1988),Action|Comedy
3278,Untamed Heart (1993),Drama|Romance
3279,Sugar & Spice (2001),Comedy
3280,"Wedding Planner, The (2001)",Comedy|Romance
3281,Amy (1998),Comedy|Drama
3282,Faithless (Trolösa) (2000),Drama|Romance
3283,"With a Friend Like Harry... (Harry, un ami qui vous veut du bien) (2000)",Drama|Thriller
3284,Amazing Grace and Chuck (1987),Drama
3285,Amazon Women on the Moon (1987),Comedy|Sci-Fi
3286,Baby Boom (1987),Comedy
3287,Back to the Beach (1987),Comedy
3288,Barfly (1987),Comedy|Drama|Romance
3289,Best Seller (1987),Thriller
3290,Beverly Hills Cop II (1987),Action|Comedy|Crime|Thriller
